2025-11-02 02:03:51.692 | INFO     | __main__:run:51 - ============================================================
2025-11-02 02:03:51.694 | INFO     | __main__:run:52 - 🚀 CRYPTO ARBITRAGE MONITOR
2025-11-02 02:03:51.695 | INFO     | __main__:run:53 - ============================================================
2025-11-02 02:03:51.695 | INFO     | __main__:run:56 - 🧠 Loading ML models...
2025-11-02 02:03:51.702 | WARNING  | ml_predictor:load:257 - Loading model from legacy object format. Consider retraining for consistency.
2025-11-02 02:03:51.702 | SUCCESS  | ml_predictor:load:265 - Spread predictor loaded from models/spread_predictor_live.pkl
2025-11-02 02:03:51.732 | WARNING  | ml_predictor:load:366 - Loading scorer from legacy object format. Consider retraining for consistency.
2025-11-02 02:03:51.732 | SUCCESS  | ml_predictor:load:372 - Opportunity scorer loaded from models/opportunity_scorer_live.pkl
2025-11-02 02:03:51.732 | INFO     | __main__:run:63 - Monitoring exchanges: Coinbase, Binance, Bitstamp
2025-11-02 02:03:51.733 | INFO     | __main__:run:64 - Trading pairs: BTC-USD, ETH-USD, SOL-USD
2025-11-02 02:03:51.733 | INFO     | __main__:run:65 - ============================================================
2025-11-02 02:03:51.733 | INFO     | __main__:run:66 - ✅ System ready. Dashboard running at: http://localhost:8050
2025-11-02 02:03:51.768 | INFO     | dashboard:run:462 - Starting dashboard on http://0.0.0.0:8050
2025-11-02 02:03:53.745 | INFO     | __main__:run_data_collection:35 - Starting data collection and arbitrage detection...
2025-11-02 02:03:53.745 | INFO     | data_ingestion:start:224 - Starting multi-exchange aggregator...
2025-11-02 02:03:53.991 | INFO     | data_ingestion:connect:25 - Connected to Bitstamp
2025-11-02 02:03:53.992 | INFO     | data_ingestion:subscribe:177 - Subscribed to Bitstamp symbols: ['btcusd', 'ethusd', 'solusd']
2025-11-02 02:03:54.242 | INFO     | data_ingestion:connect:25 - Connected to Coinbase
2025-11-02 02:03:54.243 | INFO     | data_ingestion:subscribe:95 - Subscribed to Coinbase symbols: ['BTC-USD', 'ETH-USD', 'SOL-USD']
2025-11-02 02:03:54.612 | INFO     | data_ingestion:connect:131 - Connected to Binance
2025-11-02 02:03:55.222 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3871.53, Sell on Binance @ $3869.81 | Profit: -0.74%
2025-11-02 02:03:55.223 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3875.88, Sell on Coinbase @ $3871.52 | Profit: -0.81%
2025-11-02 02:03:55.368 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109906.12, Sell on Binance @ $109899.01 | Profit: -0.71%
2025-11-02 02:03:55.369 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110074.90, Sell on Coinbase @ $109906.11 | Profit: -0.85%
2025-11-02 02:03:55.767 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3871.53, Sell on Binance @ $3869.81 | Profit: -0.74%
2025-11-02 02:03:55.767 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3875.88, Sell on Coinbase @ $3871.52 | Profit: -0.81%
2025-11-02 02:03:55.767 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3871.53, Sell on Binance @ $3869.81 | Profit: -0.74%
2025-11-02 02:03:55.768 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3875.88, Sell on Coinbase @ $3871.52 | Profit: -0.81%
