exchange,symbol,price,timestamp,bid,ask,volume
Coinbase,BTC-USD,109916.96,2025-11-01 22:06:03.627991+00:00,109916.47,109916.97,1679.37493551
Coinbase,BTC-USD,109916.47,2025-11-01 22:06:03.637876+00:00,109915.11,109916.48,1679.40222862
Coinbase,BTC-USD,109915.12,2025-11-01 22:06:03.799223+00:00,109915.11,109915.12,1679.40245379
Coinbase,BTC-USD,109915.12,2025-11-01 22:06:03.982110+00:00,109915.11,109915.12,1679.40466406
Binance,BTC-USD,110163.08,2025-11-01 22:06:03.982000+00:00,109858.12,110162.63,2.49823
Coinbase,BTC-USD,109915.12,2025-11-01 22:06:04.685951+00:00,109915.11,109915.12,1679.40643227
Coinbase,BTC-USD,109915.12,2025-11-01 22:06:05.120440+00:00,109915.11,109915.12,1679.41074689
Binance,BTC-USD,110163.08,2025-11-01 22:06:05.006000+00:00,109858.12,110162.57,2.49823
Coinbase,BTC-USD,109915.12,2025-11-01 22:06:05.240324+00:00,109915.11,109915.12,1679.41118894
Coinbase,BTC-USD,109915.11,2025-11-01 22:06:05.518103+00:00,109915.11,109915.12,1679.41155012
Coinbase,BTC-USD,109915.11,2025-11-01 22:06:05.518103+00:00,109915.11,109915.12,1679.41155039
Coinbase,BTC-USD,109915.11,2025-11-01 22:06:05.518103+00:00,109915.1,109915.12,1679.43884359
Coinbase,BTC-USD,109915.1,2025-11-01 22:06:05.518103+00:00,109910.73,109915.12,1679.46611008
Coinbase,BTC-USD,109910.73,2025-11-01 22:06:05.563270+00:00,109907.28,109910.74,1679.53888194
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:05.947302+00:00,109907.28,109907.29,1679.53910103
Binance,BTC-USD,110162.57,2025-11-01 22:06:05.382000+00:00,109858.12,110162.57,2.49846
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:06.203969+00:00,109907.28,109907.29,1679.53914381
Coinbase,BTC-USD,109907.28,2025-11-01 22:06:06.693324+00:00,109907.28,109907.29,1679.53915481
Coinbase,BTC-USD,109907.28,2025-11-01 22:06:06.693324+00:00,109907.28,109907.29,1679.55059459
Coinbase,BTC-USD,109907.28,2025-11-01 22:06:06.722815+00:00,109907.28,109907.29,1679.55065748
Binance,BTC-USD,110162.57,2025-11-01 22:06:07.183000+00:00,109858.12,110162.53,2.49846
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:07.566440+00:00,109907.28,109907.29,1679.55074376
Binance,BTC-USD,110162.57,2025-11-01 22:06:08.131000+00:00,109858.15,110162.45,2.49846
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:08.350607+00:00,109907.28,109907.29,1679.5509239
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:08.871918+00:00,109907.28,109907.29,1679.55128418
Binance,BTC-USD,110162.57,2025-11-01 22:06:09.284000+00:00,109858.15,110162.44,2.49846
Binance,BTC-USD,110162.57,2025-11-01 22:06:09.494000+00:00,109858.15,110162.43,2.49846
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:10.350267+00:00,109907.28,109907.29,1679.55160347
Coinbase,BTC-USD,109907.28,2025-11-01 22:06:10.547091+00:00,109907.28,109907.29,1679.55232226
Binance,BTC-USD,110162.57,2025-11-01 22:06:11.287000+00:00,109858.15,110162.41,2.49846
Coinbase,BTC-USD,109908.02,2025-11-01 22:06:12.138668+00:00,109908.01,109908.02,1679.55344429
Binance,BTC-USD,110162.57,2025-11-01 22:06:12.287000+00:00,109858.15,110162.33,2.49846
Coinbase,BTC-USD,109908.01,2025-11-01 22:06:12.384547+00:00,109907.28,109908.02,1679.62621636
Coinbase,BTC-USD,109907.28,2025-11-01 22:06:12.384547+00:00,109907.28,109908.02,1679.64816238
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:12.387844+00:00,109907.29,109908.02,1679.68888088
Coinbase,BTC-USD,109907.29,2025-11-01 22:06:12.387844+00:00,109907.29,109908.02,1679.69996491
Coinbase,BTC-USD,109907.28,2025-11-01 22:06:12.388477+00:00,109902.24,109908.02,1679.7045933
Coinbase,BTC-USD,109902.24,2025-11-01 22:06:12.636501+00:00,109902.24,109902.25,1679.7046043
Coinbase,BTC-USD,109902.24,2025-11-01 22:06:12.636501+00:00,109899.97,109902.25,1679.7896103
Binance,BTC-USD,110162.57,2025-11-01 22:06:13.188000+00:00,109858.14,110162.23,2.49846
Binance,BTC-USD,110162.57,2025-11-01 22:06:14.028000+00:00,109858.15,110162.2,2.49846
Coinbase,BTC-USD,109907.92,2025-11-01 22:06:14.329557+00:00,109904.01,109907.92,1679.78979946
