2025-11-02 03:46:27.193 | WARNING  | __main__:__init__:151 - ⚠️  ArbitrageDetector doesn't accept ML predictor - initializing without it
2025-11-02 03:46:27.194 | INFO     | __main__:run:237 - ============================================================
2025-11-02 03:46:33.095 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.89, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:33.095 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.71, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:33.116 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Coinbase @ $185.24, Sell on Binance @ $185.18 | Profit: -0.73%
2025-11-02 03:46:33.116 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Binance @ $185.41, Sell on Coinbase @ $185.23 | Profit: -0.80%
2025-11-02 03:46:33.117 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Coinbase @ $185.24, Sell on Binance @ $185.18 | Profit: -0.73%
2025-11-02 03:46:33.117 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Binance @ $185.41, Sell on Coinbase @ $185.23 | Profit: -0.80%
2025-11-02 03:46:33.251 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.89, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:33.251 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.71, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:33.251 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.91, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:33.251 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.71, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:33.252 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.91, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:33.252 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.71, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:33.432 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.63, Sell on Binance @ $3879.77 | Profit: -0.75%
2025-11-02 03:46:33.433 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.56 | Profit: -0.81%
2025-11-02 03:46:33.537 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.63, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:33.538 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.56 | Profit: -0.81%
2025-11-02 03:46:33.620 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.63, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:33.620 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:33.620 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.71, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:33.621 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:33.621 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.72, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:33.621 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:33.621 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.72, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:33.621 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:33.744 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Coinbase @ $185.24, Sell on Binance @ $185.18 | Profit: -0.73%
2025-11-02 03:46:33.745 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Binance @ $185.41, Sell on Coinbase @ $185.23 | Profit: -0.80%
2025-11-02 03:46:34.044 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.71, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.044 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.56 | Profit: -0.81%
2025-11-02 03:46:34.044 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.72, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.044 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.56 | Profit: -0.81%
2025-11-02 03:46:34.045 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.72, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.045 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.56 | Profit: -0.81%
2025-11-02 03:46:34.050 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.79, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.051 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:34.051 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.80, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.051 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:34.052 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.80, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.052 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:34.052 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.81, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.052 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:34.053 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.81, Sell on Binance @ $3879.78 | Profit: -0.75%
2025-11-02 03:46:34.053 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:34.097 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.91, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:34.098 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.70, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:34.280 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.91, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:34.281 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.70, Sell on Coinbase @ $109987.90 | Profit: -0.81%
2025-11-02 03:46:34.421 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.91, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:34.421 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.70, Sell on Coinbase @ $109987.90 | Profit: -0.81%
2025-11-02 03:46:34.524 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.91, Sell on Binance @ $109867.43 | Profit: -0.81%
2025-11-02 03:46:34.524 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.70, Sell on Coinbase @ $109987.90 | Profit: -0.81%
2025-11-02 03:46:34.545 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.81, Sell on Binance @ $3879.80 | Profit: -0.75%
2025-11-02 03:46:34.545 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.57 | Profit: -0.81%
2025-11-02 03:46:35.027 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Coinbase @ $185.24, Sell on Binance @ $185.18 | Profit: -0.73%
2025-11-02 03:46:35.027 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Binance @ $185.41, Sell on Coinbase @ $185.23 | Profit: -0.80%
