2025-11-02 03:46:27.193 | WARNING  | __main__:__init__:151 - ⚠️  ArbitrageDetector doesn't accept ML predictor - initializing without it
2025-11-02 03:46:27.194 | INFO     | __main__:run:237 - ============================================================
2025-11-02 03:46:27.195 | INFO     | __main__:run:238 - 🚀 CRYPTO ARBITRAGE MONITOR
2025-11-02 03:46:27.195 | INFO     | __main__:run:239 - ============================================================
2025-11-02 03:46:27.195 | INFO     | __main__:run:242 - 🧠 Loading ML models...
2025-11-02 03:46:27.200 | SUCCESS  | ml_predictor:load:265 - Spread predictor loaded from models/spread_predictor_live.pkl
2025-11-02 03:46:27.214 | WARNING  | ml_predictor:load:366 - Loading scorer from legacy object format. Consider retraining for consistency.
2025-11-02 03:46:27.214 | SUCCESS  | ml_predictor:load:372 - Opportunity scorer loaded from models/opportunity_scorer_live.pkl
2025-11-02 03:46:27.215 | SUCCESS  | __main__:run:247 - ✅ Spread predictor loaded from disk
2025-11-02 03:46:27.215 | SUCCESS  | __main__:run:252 - ✅ Opportunity scorer loaded from disk
2025-11-02 03:46:27.215 | INFO     | __main__:run:263 - Monitoring exchanges: Coinbase, Binance, Bitstamp
2025-11-02 03:46:27.215 | INFO     | __main__:run:264 - Trading pairs: BTC-USD, ETH-USD, SOL-USD
2025-11-02 03:46:27.215 | INFO     | __main__:run:265 - ============================================================
2025-11-02 03:46:27.215 | INFO     | __main__:run:266 - ✅ System ready. Dashboard: http://localhost:8050
2025-11-02 03:46:27.216 | INFO     | __main__:run:267 - ============================================================
2025-11-02 03:46:27.242 | INFO     | dashboard:run:1124 - Starting dashboard on http://0.0.0.0:8050
2025-11-02 03:46:29.228 | INFO     | __main__:run_data_collection:217 - 📡 Starting data collection and arbitrage detection...
2025-11-02 03:46:29.228 | INFO     | data_ingestion:start:224 - Starting multi-exchange aggregator...
2025-11-02 03:46:29.449 | INFO     | data_ingestion:connect:25 - Connected to Bitstamp
2025-11-02 03:46:29.449 | INFO     | data_ingestion:subscribe:177 - Subscribed to Bitstamp symbols: ['btcusd', 'ethusd', 'solusd']
2025-11-02 03:46:29.748 | INFO     | data_ingestion:connect:25 - Connected to Coinbase
2025-11-02 03:46:29.749 | INFO     | data_ingestion:subscribe:95 - Subscribed to Coinbase symbols: ['BTC-USD', 'ETH-USD', 'SOL-USD']
2025-11-02 03:46:30.073 | INFO     | data_ingestion:connect:131 - Connected to Binance
2025-11-02 03:46:30.077 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109982.65, Sell on Binance @ $109867.39 | Profit: -0.80%
2025-11-02 03:46:30.077 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.64 | Profit: -0.81%
2025-11-02 03:46:30.082 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109982.65, Sell on Binance @ $109867.39 | Profit: -0.80%
2025-11-02 03:46:30.082 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.64 | Profit: -0.81%
2025-11-02 03:46:30.083 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109985.95, Sell on Binance @ $109867.39 | Profit: -0.81%
2025-11-02 03:46:30.083 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.64 | Profit: -0.81%
2025-11-02 03:46:30.083 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109985.95, Sell on Binance @ $109867.39 | Profit: -0.81%
2025-11-02 03:46:30.083 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.64 | Profit: -0.81%
2025-11-02 03:46:30.276 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109985.96, Sell on Binance @ $109867.39 | Profit: -0.81%
2025-11-02 03:46:30.277 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.76 | Profit: -0.81%
2025-11-02 03:46:30.277 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109985.96, Sell on Binance @ $109867.39 | Profit: -0.81%
2025-11-02 03:46:30.277 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.76 | Profit: -0.81%
2025-11-02 03:46:30.319 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109982.98, Sell on Binance @ $109867.39 | Profit: -0.81%
2025-11-02 03:46:30.320 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.97 | Profit: -0.81%
2025-11-02 03:46:30.526 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.71, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:30.527 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.59 | Profit: -0.81%
2025-11-02 03:46:30.664 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109985.95, Sell on Binance @ $109867.39 | Profit: -0.81%
2025-11-02 03:46:30.664 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.97 | Profit: -0.81%
2025-11-02 03:46:30.664 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109985.95, Sell on Binance @ $109867.39 | Profit: -0.81%
2025-11-02 03:46:30.665 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.97 | Profit: -0.81%
2025-11-02 03:46:30.729 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Coinbase @ $185.24, Sell on Binance @ $185.18 | Profit: -0.73%
2025-11-02 03:46:30.729 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Binance @ $185.42, Sell on Coinbase @ $185.23 | Profit: -0.80%
2025-11-02 03:46:30.832 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.64, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:30.833 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.60 | Profit: -0.81%
2025-11-02 03:46:30.833 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.64, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:30.833 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.60 | Profit: -0.81%
2025-11-02 03:46:31.081 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109985.95, Sell on Binance @ $109867.41 | Profit: -0.81%
2025-11-02 03:46:31.082 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109982.97 | Profit: -0.81%
2025-11-02 03:46:31.537 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.64, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:31.537 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.60 | Profit: -0.81%
2025-11-02 03:46:31.538 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.64, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:31.539 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.539 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.71, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:31.539 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.539 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.81, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:31.539 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.540 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.95, Sell on Binance @ $3879.76 | Profit: -0.76%
2025-11-02 03:46:31.540 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.540 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3882.00, Sell on Binance @ $3879.76 | Profit: -0.76%
2025-11-02 03:46:31.540 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.540 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3882.06, Sell on Binance @ $3879.76 | Profit: -0.76%
2025-11-02 03:46:31.540 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.541 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3882.06, Sell on Binance @ $3879.76 | Profit: -0.76%
2025-11-02 03:46:31.541 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.664 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.62, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:31.665 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.665 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.94, Sell on Binance @ $3879.76 | Profit: -0.76%
2025-11-02 03:46:31.665 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.665 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.94, Sell on Binance @ $3879.76 | Profit: -0.76%
2025-11-02 03:46:31.665 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.61 | Profit: -0.81%
2025-11-02 03:46:31.736 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Coinbase @ $185.24, Sell on Binance @ $185.18 | Profit: -0.73%
2025-11-02 03:46:31.736 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Binance @ $185.42, Sell on Coinbase @ $185.23 | Profit: -0.80%
2025-11-02 03:46:31.789 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.89, Sell on Binance @ $109867.41 | Profit: -0.81%
2025-11-02 03:46:31.789 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.75, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:32.044 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.72, Sell on Binance @ $3879.76 | Profit: -0.75%
2025-11-02 03:46:32.044 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.71 | Profit: -0.80%
2025-11-02 03:46:32.092 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.89, Sell on Binance @ $109867.41 | Profit: -0.81%
2025-11-02 03:46:32.092 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.74, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:32.535 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Coinbase @ $3881.72, Sell on Binance @ $3879.77 | Profit: -0.75%
2025-11-02 03:46:32.536 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy ETH-USD on Binance @ $3885.75, Sell on Coinbase @ $3881.71 | Profit: -0.80%
2025-11-02 03:46:32.636 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.89, Sell on Binance @ $109867.41 | Profit: -0.81%
2025-11-02 03:46:32.636 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.74, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:32.636 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Coinbase @ $109987.89, Sell on Binance @ $109867.41 | Profit: -0.81%
2025-11-02 03:46:32.636 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy BTC-USD on Binance @ $110107.74, Sell on Coinbase @ $109987.88 | Profit: -0.81%
2025-11-02 03:46:32.740 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Coinbase @ $185.24, Sell on Binance @ $185.18 | Profit: -0.73%
2025-11-02 03:46:32.741 | SUCCESS  | arbitrage_detector:_analyze_pair:125 - ARBITRAGE FOUND: Buy SOL-USD on Binance @ $185.41, Sell on Coinbase @ $185.23 | Profit: -0.80%
