exchange,symbol,price,timestamp,bid,ask,volume
Coinbase,BTC-USD,109992.74,2025-11-01 23:15:33.046327+00:00,109992.73,109992.74,1676.6101251
Coinbase,BTC-USD,109992.74,2025-11-01 23:15:33.073887+00:00,109992.73,109992.74,1676.61017685
Coinbase,BTC-USD,109992.74,2025-11-01 23:15:33.414754+00:00,109992.73,109992.74,1676.61078049
Coinbase,BTC-USD,109992.73,2025-11-01 23:15:33.668385+00:00,109992.73,109992.76,1676.61179087
Coinbase,BTC-USD,109992.73,2025-11-01 23:15:33.668385+00:00,109992.55,109992.76,1676.611822
Coinbase,BTC-USD,109992.55,2025-11-01 23:15:33.668385+00:00,109992.55,109992.76,1676.61577613
Binance,BTC-USD,110243.51,2025-11-01 23:15:33.522000+00:00,109914.96,110242.58,2.43764
Coinbase,BTC-USD,109991.9,2025-11-01 23:15:33.855280+00:00,109991.9,109991.93,1676.63213043
Binance,BTC-USD,110243.51,2025-11-01 23:15:33.854000+00:00,109914.97,110242.6,2.43764
Binance,BTC-USD,110243.51,2025-11-01 23:15:35.490000+00:00,109914.97,110242.57,2.43764
Coinbase,BTC-USD,109989.01,2025-11-01 23:15:35.961546+00:00,109989.0,109989.01,1676.63221665
Coinbase,BTC-USD,109989.01,2025-11-01 23:15:36.174067+00:00,109989.0,109989.01,1676.63310015
Coinbase,BTC-USD,109989.01,2025-11-01 23:15:36.485752+00:00,109989.0,109989.01,1676.64172302
Coinbase,BTC-USD,109993.99,2025-11-01 23:15:36.523919+00:00,109992.0,109993.99,1676.64176802
Coinbase,BTC-USD,109999.11,2025-11-01 23:15:36.641839+00:00,109996.02,109999.11,1676.64318165
Binance,BTC-USD,110243.51,2025-11-01 23:15:36.624000+00:00,109914.99,110242.54,2.43764
Coinbase,BTC-USD,109999.99,2025-11-01 23:15:36.736261+00:00,109998.0,109999.99,1676.64336166
Coinbase,BTC-USD,110000.0,2025-11-01 23:15:37.015456+00:00,109996.01,110000.0,1676.64424485
Binance,BTC-USD,110243.51,2025-11-01 23:15:37.524000+00:00,109915.0,110242.54,2.43764
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:38.379781+00:00,109998.33,109998.35,1676.64427684
Binance,BTC-USD,110243.51,2025-11-01 23:15:38.226000+00:00,109915.0,110242.51,2.43764
Binance,BTC-USD,110243.51,2025-11-01 23:15:39.786000+00:00,109915.0,110242.5,2.43764
Binance,BTC-USD,110243.51,2025-11-01 23:15:40.726000+00:00,109915.02,110242.47,2.43764
Bitstamp,BTC-USD,109991.0,2025-11-01 23:15:40+00:00,0.0,0.0,0.00036336
Coinbase,BTC-USD,109998.33,2025-11-01 23:15:41.072071+00:00,109998.33,109998.35,1676.64436411
Binance,BTC-USD,110243.51,2025-11-01 23:15:41.227000+00:00,109915.02,110242.43,2.43764
Binance,BTC-USD,110243.51,2025-11-01 23:15:42.728000+00:00,109915.02,110242.39,2.43764
Binance,BTC-USD,110243.51,2025-11-01 23:15:43.628000+00:00,109915.02,110242.33,2.43764
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:44.602812+00:00,109998.33,109998.35,1676.64437419
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:44.708856+00:00,109998.33,109998.35,1676.6461411
Binance,BTC-USD,110243.51,2025-11-01 23:15:44.629000+00:00,109915.03,110242.29,2.43764
Binance,BTC-USD,110243.51,2025-11-01 23:15:45.232000+00:00,109915.05,110242.27,2.43764
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:45.921582+00:00,109998.33,109998.35,1676.64635667
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:46.132061+00:00,109998.33,109998.35,1676.64657222
Binance,BTC-USD,110243.51,2025-11-01 23:15:46.772000+00:00,109915.05,110242.22,2.43764
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:47.753827+00:00,109998.33,109998.35,1676.64749986
Binance,BTC-USD,110243.51,2025-11-01 23:15:47.732000+00:00,109915.06,110242.13,2.43764
Binance,BTC-USD,110240.0,2025-11-01 23:15:48.733000+00:00,109915.06,110242.12,2.44264
Bitstamp,BTC-USD,109991.0,2025-11-01 23:15:48+00:00,0.0,0.0,0.003
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:49.050376+00:00,109998.33,109998.35,1676.64781928
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:49.050376+00:00,109998.33,109998.35,1676.64900171
Coinbase,BTC-USD,109998.35,2025-11-01 23:15:49.737705+00:00,109998.33,109998.35,1676.64988516
Binance,BTC-USD,110240.0,2025-11-01 23:15:49.633000+00:00,109915.08,110242.06,2.44264
Binance,BTC-USD,110240.0,2025-11-01 23:15:50.434000+00:00,109915.09,110242.13,2.44264
Binance,BTC-USD,110240.0,2025-11-01 23:15:51.426000+00:00,109915.09,110242.11,2.44264
Coinbase,BTC-USD,109998.34,2025-11-01 23:15:52.696245+00:00,109998.33,109998.34,1676.65003177
Coinbase,BTC-USD,109998.33,2025-11-01 23:15:52.764968+00:00,109998.33,109998.34,1676.6500435
Coinbase,BTC-USD,109998.33,2025-11-01 23:15:52.764968+00:00,109994.83,109998.34,1676.65006667
Coinbase,BTC-USD,109994.83,2025-11-01 23:15:52.764968+00:00,109991.34,109998.34,1676.72278237
Binance,BTC-USD,110240.0,2025-11-01 23:15:52.792000+00:00,109915.11,110242.06,2.44264
Binance,BTC-USD,110240.0,2025-11-01 23:15:53.836000+00:00,109915.13,110241.99,2.44264
Coinbase,BTC-USD,109991.99,2025-11-01 23:15:53.958660+00:00,109991.16,109992.0,1676.72282007
Coinbase,BTC-USD,109991.16,2025-11-01 23:15:53.958660+00:00,109991.16,109992.0,1676.72370059
Coinbase,BTC-USD,109992.0,2025-11-01 23:15:54.054331+00:00,109991.99,109992.0,1676.72408859
Binance,BTC-USD,110240.0,2025-11-01 23:15:54.837000+00:00,109915.14,110241.95,2.44264
Binance,BTC-USD,110240.0,2025-11-01 23:15:55.338000+00:00,109915.14,110241.99,2.44264
Coinbase,BTC-USD,109991.99,2025-11-01 23:15:56.189499+00:00,109991.01,109992.0,1676.72414919
Coinbase,BTC-USD,109991.01,2025-11-01 23:15:56.189499+00:00,109991.01,109992.0,1676.73998824
Binance,BTC-USD,110240.0,2025-11-01 23:15:56.669000+00:00,109915.15,110241.96,2.44264
Bitstamp,BTC-USD,109991.0,2025-11-01 23:15:56+00:00,0.0,0.0,0.00045
Coinbase,BTC-USD,109991.02,2025-11-01 23:15:57.127733+00:00,109991.01,109991.02,1676.74214161
Coinbase,BTC-USD,109989.02,2025-11-01 23:15:57.176451+00:00,109989.01,109989.03,1676.74218986
Coinbase,BTC-USD,109989.01,2025-11-01 23:15:57.176451+00:00,109989.0,109989.03,1676.76946542
Coinbase,BTC-USD,109989.0,2025-11-01 23:15:57.176451+00:00,109982.95,109989.03,1676.76947642
Coinbase,BTC-USD,109982.95,2025-11-01 23:15:57.245246+00:00,109982.95,109984.0,1676.76948742
Coinbase,BTC-USD,109982.95,2025-11-01 23:15:57.245246+00:00,109980.0,109984.0,1676.76953567
Coinbase,BTC-USD,109980.0,2025-11-01 23:15:57.245246+00:00,109979.98,109984.0,1676.78723567
Coinbase,BTC-USD,109979.98,2025-11-01 23:15:57.245246+00:00,109978.0,109984.0,1676.78727417
Coinbase,BTC-USD,109978.0,2025-11-01 23:15:57.245246+00:00,109978.0,109984.0,1676.80392224
Coinbase,BTC-USD,109984.0,2025-11-01 23:15:57.355543+00:00,109983.99,109984.0,1676.82159122
Binance,BTC-USD,110240.0,2025-11-01 23:15:57.840000+00:00,109915.15,110241.95,2.44264
Coinbase,BTC-USD,109986.0,2025-11-01 23:15:58.238824+00:00,109985.99,109986.0,1676.82202233
Coinbase,BTC-USD,109986.0,2025-11-01 23:15:58.568420+00:00,109985.99,109986.0,1676.82211233
Binance,BTC-USD,110240.0,2025-11-01 23:15:58.840000+00:00,109915.16,110241.84,2.44264
Coinbase,BTC-USD,109987.52,2025-11-01 23:15:59.409528+00:00,109987.51,109987.52,1676.82345233
Binance,BTC-USD,110240.0,2025-11-01 23:15:59.741000+00:00,109915.17,110241.77,2.44264
Coinbase,BTC-USD,109987.52,2025-11-01 23:15:59.912575+00:00,109987.51,109987.52,1676.82480235
Coinbase,BTC-USD,109987.52,2025-11-01 23:16:00.326429+00:00,109987.51,109987.52,1676.82537188
Coinbase,BTC-USD,109987.52,2025-11-01 23:16:00.384615+00:00,109987.51,109987.52,1676.82630312
Coinbase,BTC-USD,109987.52,2025-11-01 23:16:00.497723+00:00,109987.51,109987.52,1676.82653595
Binance,BTC-USD,110240.0,2025-11-01 23:16:00.842000+00:00,109915.17,110241.77,2.44264
Coinbase,BTC-USD,109987.51,2025-11-01 23:16:01.595659+00:00,109987.51,109987.52,1676.82659201
Coinbase,BTC-USD,109987.51,2025-11-01 23:16:01.595659+00:00,109984.57,109987.52,1676.85386894
Binance,BTC-USD,110240.0,2025-11-01 23:16:01.343000+00:00,109915.17,110241.75,2.44264
Bitstamp,BTC-USD,109989.0,2025-11-01 23:16:02+00:00,0.0,0.0,3.51e-06
Coinbase,BTC-USD,109985.99,2025-11-01 23:16:02.331307+00:00,109985.98,109985.99,1676.86240606
Binance,BTC-USD,110240.0,2025-11-01 23:16:02.627000+00:00,109915.19,110241.71,2.44264
Coinbase,BTC-USD,109985.99,2025-11-01 23:16:03.099445+00:00,109985.98,109986.0,1676.862462
Coinbase,BTC-USD,109985.98,2025-11-01 23:16:03.099445+00:00,109985.98,109986.0,1676.86266141
Binance,BTC-USD,110240.0,2025-11-01 23:16:03.644000+00:00,109915.19,110241.69,2.44264
Binance,BTC-USD,110240.0,2025-11-01 23:16:04.644000+00:00,109915.19,110241.67,2.44264
Coinbase,BTC-USD,109985.99,2025-11-01 23:16:05.530734+00:00,109985.98,109985.99,1676.86270452
Binance,BTC-USD,110240.0,2025-11-01 23:16:05.745000+00:00,109915.2,110241.58,2.44264
Coinbase,BTC-USD,109985.99,2025-11-01 23:16:06.358238+00:00,109985.98,109986.0,1676.86361348
Coinbase,BTC-USD,109986.0,2025-11-01 23:16:06.358238+00:00,109985.98,109986.0,1676.86535786
Coinbase,BTC-USD,109985.98,2025-11-01 23:16:06.502860+00:00,109980.0,109985.99,1676.89243538
Binance,BTC-USD,110240.0,2025-11-01 23:16:06.645000+00:00,109915.22,110241.58,2.44264
Coinbase,BTC-USD,109980.01,2025-11-01 23:16:07.181941+00:00,109980.01,109980.02,1676.89251485
Coinbase,BTC-USD,109980.01,2025-11-01 23:16:07.181941+00:00,109980.01,109980.02,1676.89379669
Binance,BTC-USD,110240.0,2025-11-01 23:16:07.847000+00:00,109915.24,110241.56,2.44264
Binance,BTC-USD,110240.0,2025-11-01 23:16:08.647000+00:00,109915.24,110241.53,2.44264
Coinbase,BTC-USD,109980.02,2025-11-01 23:16:09.235513+00:00,109980.01,109980.02,1676.89600728
Coinbase,BTC-USD,109980.02,2025-11-01 23:16:09.251457+00:00,109980.01,109980.02,1676.90500843
Coinbase,BTC-USD,109980.1,2025-11-01 23:16:09.523498+00:00,109980.09,109980.1,1676.90526711
Coinbase,BTC-USD,109980.1,2025-11-01 23:16:09.595221+00:00,109980.09,109980.1,1676.905488
Coinbase,BTC-USD,109980.1,2025-11-01 23:16:09.630956+00:00,109980.09,109980.1,1676.90557576
Coinbase,BTC-USD,109980.1,2025-11-01 23:16:09.700601+00:00,109980.09,109980.1,1676.90757401
Binance,BTC-USD,110240.0,2025-11-01 23:16:09.648000+00:00,109915.24,110241.51,2.44264
Coinbase,BTC-USD,109980.1,2025-11-01 23:16:10.098439+00:00,109980.09,109980.1,1676.90801579
Coinbase,BTC-USD,109980.1,2025-11-01 23:16:10.157874+00:00,109980.09,109980.1,1676.91155
Coinbase,BTC-USD,109980.73,2025-11-01 23:16:10.201884+00:00,109980.72,109980.73,1676.91183155
Coinbase,BTC-USD,109980.73,2025-11-01 23:16:10.505512+00:00,109980.72,109980.73,1676.91227333
