exchange,symbol,price,timestamp,bid,ask,volume
Coinbase,BTC-USD,109967.92,2025-11-01 23:50:03.105328+00:00,109967.91,109967.92,1700.27416296
Binance,BTC-USD,110001.43,2025-11-01 23:50:05.186000+00:00,110001.43,110187.35,2.45912
Coinbase,BTC-USD,109970.86,2025-11-01 23:50:05.292979+00:00,109970.85,109970.88,1700.2743018
Coinbase,BTC-USD,109970.88,2025-11-01 23:50:05.292979+00:00,109970.85,109970.88,1700.27576296
Coinbase,BTC-USD,109970.85,2025-11-01 23:50:05.374554+00:00,109970.85,109970.86,1700.27616704
Coinbase,BTC-USD,109970.85,2025-11-01 23:50:05.637468+00:00,109970.85,109970.86,1700.27621589
Coinbase,BTC-USD,109970.86,2025-11-01 23:50:06.023617+00:00,109970.85,109970.86,1700.27623112
Coinbase,BTC-USD,109970.86,2025-11-01 23:50:06.023617+00:00,109970.85,109970.86,1700.276397
Binance,BTC-USD,110001.43,2025-11-01 23:50:05.433000+00:00,110001.43,110187.32,2.45912
Coinbase,BTC-USD,109970.85,2025-11-01 23:50:06.682315+00:00,109970.85,109970.86,1700.27867092
Binance,BTC-USD,110001.43,2025-11-01 23:50:07.417000+00:00,110001.43,110187.31,2.45912
Coinbase,BTC-USD,109970.85,2025-11-01 23:50:08.093670+00:00,109970.85,109970.86,1700.27875705
Binance,BTC-USD,110001.43,2025-11-01 23:50:08.138000+00:00,110001.43,110187.25,2.45912
Coinbase,BTC-USD,109970.86,2025-11-01 23:50:10.668701+00:00,109970.85,109970.86,1700.27876237
Coinbase,BTC-USD,109970.86,2025-11-01 23:50:10.668701+00:00,109970.85,109972.47,1700.27889382
Coinbase,BTC-USD,109972.47,2025-11-01 23:50:10.668701+00:00,109970.85,109972.47,1700.27941981
Coinbase,BTC-USD,109978.03,2025-11-01 23:50:10.777104+00:00,109978.0,109978.03,1700.27946257
Coinbase,BTC-USD,109978.04,2025-11-01 23:50:10.996129+00:00,109978.03,109978.04,1700.37513249
Coinbase,BTC-USD,109978.04,2025-11-01 23:50:11.013548+00:00,109978.03,109978.04,1700.47442641
Coinbase,BTC-USD,109978.04,2025-11-01 23:50:11.013548+00:00,109978.03,109979.63,1700.47533547
Binance,BTC-USD,110001.43,2025-11-01 23:50:11.022000+00:00,110001.43,110187.25,2.45912
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:11.086428+00:00,109979.62,109979.63,1700.47599823
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:11.383487+00:00,109979.62,109979.63,1700.47652847
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:11.492999+00:00,109979.62,109979.63,1700.4769786
Coinbase,BTC-USD,109979.62,2025-11-01 23:50:11.582191+00:00,109979.62,109979.63,1700.4795557
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:11.686151+00:00,109979.62,109979.63,1700.48088121
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:11.910158+00:00,109979.62,109979.63,1700.48264856
Binance,BTC-USD,110001.43,2025-11-01 23:50:11.638000+00:00,110001.43,110187.21,2.45912
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:12.277322+00:00,109979.62,109979.63,1700.48388924
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:12.277322+00:00,109979.62,109979.63,1700.4847982
Coinbase,BTC-USD,109979.63,2025-11-01 23:50:12.277322+00:00,109979.62,109979.65,1700.48495278
Coinbase,BTC-USD,109979.65,2025-11-01 23:50:12.277322+00:00,109979.62,109979.65,1700.48534935
Coinbase,BTC-USD,109979.65,2025-11-01 23:50:12.468012+00:00,109979.64,109979.65,1700.49719624
Coinbase,BTC-USD,109979.65,2025-11-01 23:50:12.468012+00:00,109979.64,109979.87,1700.4981052
Coinbase,BTC-USD,109979.87,2025-11-01 23:50:12.468012+00:00,109979.64,109981.2,1700.5131052
